Game Completed Date,Team,Outcome,Task Completed,All Tasks Completed,Murdered,Game Length,Ejected,Sabotages Fixed,Time to complete all tasks,Rank Change,Region/Game Code,User,Time_of_Day,Date
12/02/2020 at 1:22:29 pm EST,Crewmate,Loss,4,No,Yes,08m 31s,No,0.0,-,---,NA / ZLWXDF,21,Afternoon,12/02/2020
11/22/2020 at 1:51:12 pm EST,Crewmate,Win,6,Yes,No,06m 26s,No,1.0,04m 18s,++,NA / LCHPMF,21,Afternoon,11/22/2020
11/22/2020 at 1:40:04 pm EST,Crewmate,Loss,2,No,No,05m 11s,No,0.0,-,---,NA / LCHPMF,21,Afternoon,11/22/2020
11/22/2020 at 1:26:24 pm EST,Crewmate,Loss,6,Yes,No,11m 34s,No,0.0,11m 06s,--,NA / GMHOWQ,21,Afternoon,11/22/2020
11/21/2020 at 12:29:53 pm EST,Crewmate,Loss,8,Yes,Yes,13m 22s,No,0.0,11m 19s,--,NA / TTDHOF,21,Morning,11/21/2020
11/21/2020 at 12:12:07 pm EST,Crewmate,Win,8,Yes,Yes,16m 16s,No,0.0,13m 29s,++,NA / TTDHOF,21,Morning,11/21/2020
11/21/2020 at 11:22:24 am EST,Crewmate,Win,3,No,No,05m 39s,No,0.0,-,++,NA / TTDHOF,21,Morning,11/21/2020
11/21/2020 at 11:14:13 am EST,Crewmate,Loss,5,No,No,10m 31s,No,0.0,-,---,NA / TTDHOF,21,Morning,11/21/2020
12/27/2020 at 9:04:29 pm EST,Crewmate,Loss,1,No,No,13m 31s,No,0.0,-,---,Europe / HZJCWQ,22,Evening,12/27/2020
12/27/2020 at 8:41:45 pm EST,Crewmate,Loss,1,No,Yes,15m 39s,No,0.0,-,---,Europe / HZJCWQ,22,Evening,12/27/2020
12/27/2020 at 8:24:28 pm EST,Crewmate,Win,0,No,No,04m 17s,No,0.0,-,,Europe / HZJCWQ,22,Evening,12/27/2020
12/27/2020 at 8:16:18 pm EST,Crewmate,Win,2,No,No,08m 22s,No,0.0,-,++,Europe / HZJCWQ,22,Evening,12/27/2020
12/27/2020 at 7:55:20 pm EST,Crewmate,Loss,1,No,Yes,08m 43s,No,0.0,-,---,Europe / HZJCWQ,22,Evening,12/27/2020
12/27/2020 at 7:28:45 pm EST,Crewmate,Loss,0,No,Yes,08m 40s,No,0.0,-,,Europe / HZJCWQ,22,Evening,12/27/2020
12/27/2020 at 7:19:36 pm EST,Crewmate,Win,6,No,No,13m 13s,No,0.0,-,++,Europe / HZJCWQ,22,Evening,12/27/2020
12/27/2020 at 7:01:30 pm EST,Crewmate,Loss,4,No,No,08m 31s,No,0.0,-,---,Europe / HZJCWQ,22,Evening,12/27/2020
12/27/2020 at 6:47:45 pm EST,Crewmate,Win,0,No,No,00m 20s,No,0.0,-,,Europe / HOEVQQ,22,Afternoon,12/27/2020
12/04/2020 at 10:54:42 pm EST,Crewmate,Loss,7,Yes,Yes,18m 06s,No,1.0,09m 36s,--,NA / YDRIIF,22,Evening,12/04/2020
12/04/2020 at 10:31:50 pm EST,Crewmate,Loss,4,No,No,14m 34s,No,2.0,-,---,NA / YDRIIF,22,Evening,12/04/2020
12/04/2020 at 10:10:37 pm EST,Crewmate,Win,8,Yes,No,10m 48s,No,0.0,10m 48s,++,NA / CRQDGF,22,Evening,12/04/2020
11/28/2020 at 2:17:58 pm EST,Crewmate,Loss,7,Yes,Yes,15m 09s,No,0.0,15m 08s,--,Europe / DJCWJF,22,Afternoon,11/28/2020
11/28/2020 at 2:00:03 pm EST,Crewmate,Loss,7,Yes,No,14m 25s,No,0.0,07m 02s,--,Europe / DJCWJF,22,Afternoon,11/28/2020
11/28/2020 at 1:43:49 pm EST,Crewmate,Win,6,No,No,18m 11s,No,1.0,-,++,Europe / DJCWJF,22,Afternoon,11/28/2020
11/28/2020 at 1:21:42 pm EST,Crewmate,Loss,5,No,Yes,19m 29s,No,1.0,-,---,Europe / DJCWJF,22,Afternoon,11/28/2020
11/28/2020 at 12:57:12 pm EST,Crewmate,Win,5,No,Yes,11m 44s,No,0.0,-,++,Europe / DJCWJF,22,Morning,11/28/2020
11/28/2020 at 12:36:59 am EST,Crewmate,Win,5,No,No,08m 24s,No,0.0,-,++,Europe / OXLMSF,22,Night,11/28/2020
11/28/2020 at 12:25:53 am EST,Crewmate,Win,6,No,No,11m 02s,No,0.0,-,++,Europe / NSQIDF,22,Night,11/28/2020
11/27/2020 at 11:49:11 pm EST,Crewmate,Loss,7,Yes,No,13m 47s,No,3.0,13m 21s,--,Europe / NSQIDF,22,Evening,11/27/2020
11/27/2020 at 11:31:30 pm EST,Crewmate,Win,7,Yes,No,19m 53s,Yes,1.0,16m 32s,++,Europe / NSQIDF,22,Evening,11/27/2020
11/27/2020 at 11:05:51 pm EST,Crewmate,Win,7,Yes,No,13m 59s,No,1.0,13m 58s,++,Europe / NSQIDF,22,Evening,11/27/2020
11/27/2020 at 10:48:41 pm EST,Crewmate,Win,5,No,No,25m 40s,No,0.0,-,++,Europe / NSQIDF,22,Evening,11/27/2020
11/27/2020 at 10:04:41 pm EST,Crewmate,Win,2,No,No,08m 58s,No,1.0,-,++,Europe / JHDOOF,22,Evening,11/27/2020
11/27/2020 at 6:44:27 pm EST,Crewmate,Win,7,Yes,No,18m 34s,No,0.0,18m 32s,++,Europe / CMESWQ,22,Afternoon,11/27/2020
11/27/2020 at 6:21:04 pm EST,Crewmate,Loss,7,Yes,No,13m 54s,No,0.0,06m 14s,--,Europe / CMESWQ,22,Afternoon,11/27/2020
11/27/2020 at 6:03:41 pm EST,Crewmate,Loss,5,No,Yes,16m 57s,No,0.0,-,---,Europe / CMESWQ,22,Afternoon,11/27/2020
11/27/2020 at 5:43:52 pm EST,Crewmate,Win,7,Yes,No,19m 54s,No,1.0,19m 16s,++,Europe / CMESWQ,22,Afternoon,11/27/2020
11/27/2020 at 5:19:40 pm EST,Crewmate,Win,7,Yes,No,14m 53s,No,2.0,12m 32s,++,Europe / CMESWQ,22,Afternoon,11/27/2020
11/27/2020 at 5:03:43 pm EST,Crewmate,Win,7,Yes,Yes,14m 46s,No,1.0,10m 49s,++,Europe / CMESWQ,22,Afternoon,11/27/2020
11/27/2020 at 4:45:06 pm EST,Crewmate,Win,6,No,Yes,17m 26s,No,2.0,-,++,Europe / CMESWQ,22,Afternoon,11/27/2020
11/27/2020 at 4:22:35 pm EST,Crewmate,Loss,6,No,Yes,12m 08s,No,1.0,-,---,Europe / CMESWQ,22,Afternoon,11/27/2020
11/27/2020 at 3:41:51 pm EST,Crewmate,Loss,1,No,No,06m 31s,No,0.0,-,---,Europe / RTJZNF,22,Afternoon,11/27/2020
11/27/2020 at 3:34:54 pm EST,Crewmate,Win,0,No,No,04m 02s,No,0.0,-,,Europe / RTJZNF,22,Afternoon,11/27/2020
11/27/2020 at 3:30:20 pm EST,Crewmate,Win,1,No,Yes,03m 17s,No,0.0,-,,Europe / RTJZNF,22,Afternoon,11/27/2020
11/27/2020 at 3:00:25 pm EST,Crewmate,Loss,6,Yes,Yes,12m 21s,No,1.0,12m 19s,--,Europe / EHCIQQ,22,Afternoon,11/27/2020
11/27/2020 at 2:31:59 pm EST,Crewmate,Win,0,No,Yes,08m 39s,No,0.0,-,,Europe / EHCIQQ,22,Afternoon,11/27/2020
11/27/2020 at 2:21:25 pm EST,Crewmate,Loss,6,Yes,Yes,13m 43s,No,0.0,05m 12s,--,Europe / EHCIQQ,22,Afternoon,11/27/2020
11/27/2020 at 2:14:49 am EST,Crewmate,Loss,4,No,No,11m 00s,Yes,0.0,-,---,Europe / JJHDWQ,22,Night,11/27/2020
11/27/2020 at 2:02:58 am EST,Crewmate,Loss,0,No,No,03m 24s,No,1.0,-,,Europe / JJHDWQ,22,Night,11/27/2020
11/27/2020 at 12:49:43 am EST,Crewmate,Loss,6,No,Yes,15m 15s,No,1.0,-,---,Europe / ATIEWQ,22,Night,11/27/2020
11/27/2020 at 12:31:03 am EST,Crewmate,Loss,1,No,Yes,12m 46s,No,0.0,-,---,Europe / ATIEWQ,22,Night,11/27/2020
11/26/2020 at 11:54:19 pm EST,Crewmate,Win,7,Yes,No,13m 18s,No,0.0,09m 29s,++,Europe / ATIEWQ,22,Evening,11/26/2020
11/26/2020 at 11:13:02 pm EST,Crewmate,Win,7,No,No,08m 38s,No,0.0,-,++,Europe / SJHCDF,22,Evening,11/26/2020
11/26/2020 at 11:01:30 pm EST,Crewmate,Loss,1,No,Yes,10m 29s,No,0.0,-,---,Europe / SJHCDF,22,Evening,11/26/2020
11/26/2020 at 10:45:44 pm EST,Crewmate,Win,7,No,Yes,06m 44s,No,0.0,-,++,Europe / SJHCDF,22,Evening,11/26/2020
11/26/2020 at 10:36:25 pm EST,Crewmate,Win,8,Yes,Yes,08m 50s,No,1.0,08m 27s,++,Europe / SJHCDF,22,Evening,11/26/2020
11/26/2020 at 10:25:13 pm EST,Crewmate,Loss,2,No,Yes,05m 58s,No,1.0,-,---,Europe / SJHCDF,22,Evening,11/26/2020
11/26/2020 at 10:11:45 pm EST,Crewmate,Win,8,Yes,No,15m 47s,No,0.0,15m 46s,++,Europe / SJHCDF,22,Evening,11/26/2020
11/26/2020 at 9:49:12 pm EST,Crewmate,Win,7,No,No,10m 59s,No,0.0,-,++,Europe / SJHCDF,22,Evening,11/26/2020
11/26/2020 at 9:10:21 pm EST,Crewmate,Loss,2,No,Yes,19m 38s,No,0.0,-,---,Europe / SJHCDF,22,Evening,11/26/2020
11/26/2020 at 8:46:52 pm EST,Crewmate,Loss,3,No,Yes,11m 20s,No,0.0,-,---,Europe / SJHCDF,22,Evening,11/26/2020
11/26/2020 at 8:30:21 pm EST,Crewmate,Win,8,Yes,Yes,07m 22s,No,0.0,06m 27s,++,Europe / SJHCDF,22,Evening,11/26/2020
11/26/2020 at 8:15:59 pm EST,Crewmate,Win,4,No,Yes,05m 42s,No,0.0,-,++,Europe / SJHCDF,22,Evening,11/26/2020
11/26/2020 at 8:04:31 pm EST,Crewmate,Win,7,Yes,No,16m 36s,No,0.0,02m 32s,++,Europe / IMZDKF,22,Evening,11/26/2020
11/26/2020 at 4:20:25 pm EST,Crewmate,Win,3,No,No,11m 03s,No,2.0,-,++,Europe / TIMRQQ,22,Afternoon,11/26/2020
11/26/2020 at 4:04:54 pm EST,Crewmate,Loss,5,No,No,21m 55s,No,0.0,-,---,Europe / TIMRQQ,22,Afternoon,11/26/2020
11/26/2020 at 3:17:33 pm EST,Crewmate,Loss,6,No,No,11m 46s,No,0.0,-,---,Europe / TIMRQQ,22,Afternoon,11/26/2020
11/26/2020 at 2:36:33 pm EST,Crewmate,Loss,7,Yes,No,15m 00s,No,0.0,11m 54s,--,Europe / TIMRQQ,22,Afternoon,11/26/2020
11/26/2020 at 3:30:08 am EST,Crewmate,Loss,7,No,No,15m 27s,No,1.0,-,---,NA / ZZEDNF,22,Night,11/26/2020
11/26/2020 at 3:12:43 am EST,Crewmate,Loss,7,No,Yes,24m 24s,No,0.0,-,---,NA / ZZEDNF,22,Night,11/26/2020
11/26/2020 at 2:46:54 am EST,Crewmate,Win,4,No,No,16m 03s,No,2.0,-,++,NA / ZZEDNF,22,Night,11/26/2020
11/26/2020 at 2:30:18 am EST,Crewmate,Loss,5,No,No,11m 28s,No,1.0,-,---,NA / ZZEDNF,22,Night,11/26/2020
11/26/2020 at 2:17:34 am EST,Crewmate,Loss,1,No,No,07m 36s,No,0.0,-,---,NA / ZZEDNF,22,Night,11/26/2020
11/26/2020 at 2:05:54 am EST,Crewmate,Win,4,No,No,06m 35s,No,0.0,-,++,NA / ZZEDNF,22,Night,11/26/2020
11/26/2020 at 12:55:20 am EST,Crewmate,Win,5,No,No,16m 13s,No,1.0,-,++,NA / ZZEDNF,22,Night,11/26/2020
11/25/2020 at 11:53:21 pm EST,Crewmate,Win,5,No,Yes,19m 48s,No,0.0,-,++,NA / UHWTVF,22,Evening,11/25/2020
11/25/2020 at 10:33:38 pm EST,Crewmate,Loss,3,No,No,11m 31s,No,1.0,-,---,NA / PMVNCF,22,Evening,11/25/2020
11/25/2020 at 10:02:28 pm EST,Crewmate,Loss,5,No,Yes,12m 00s,No,0.0,-,---,NA / PMVNCF,22,Evening,11/25/2020
11/25/2020 at 9:46:11 pm EST,Crewmate,Loss,5,No,Yes,11m 18s,No,1.0,-,---,NA / PMVNCF,22,Evening,11/25/2020
11/25/2020 at 9:33:41 pm EST,Crewmate,Win,1,No,No,12m 22s,No,0.0,-,++,NA / PMVNCF,22,Evening,11/25/2020
11/25/2020 at 9:19:28 pm EST,Crewmate,Loss,7,Yes,Yes,14m 44s,No,0.0,11m 27s,--,NA / PMVNCF,22,Evening,11/25/2020
11/25/2020 at 9:03:04 pm EST,Crewmate,Win,3,No,Yes,11m 56s,No,3.0,-,++,NA / PMVNCF,22,Evening,11/25/2020
11/25/2020 at 8:48:17 pm EST,Crewmate,Win,6,No,No,12m 15s,No,1.0,-,++,NA / RMMVVF,22,Evening,11/25/2020
11/25/2020 at 8:17:46 pm EST,Crewmate,Win,7,Yes,No,16m 37s,No,0.0,04m 57s,++,NA / RMMVVF,22,Evening,11/25/2020
11/25/2020 at 7:27:51 pm EST,Crewmate,Loss,7,Yes,Yes,25m 29s,No,0.0,22m 03s,--,NA / RMMVVF,22,Evening,11/25/2020
11/25/2020 at 7:01:57 pm EST,Crewmate,Win,2,No,Yes,10m 35s,No,1.0,-,++,NA / RMMVVF,22,Evening,11/25/2020
11/25/2020 at 6:20:26 pm EST,Crewmate,Loss,5,No,Yes,07m 55s,No,1.0,-,---,NA / ETEEJF,22,Afternoon,11/25/2020
11/25/2020 at 5:34:10 pm EST,Crewmate,Win,3,No,Yes,11m 03s,No,0.0,-,++,NA / NWMSVF,22,Afternoon,11/25/2020
11/25/2020 at 5:08:51 pm EST,Crewmate,Loss,6,Yes,No,20m 49s,Yes,1.0,13m 24s,--,NA / ATZPBF,22,Afternoon,11/25/2020
12/29/2020 at 10:25:41 pm EST,Crewmate,Loss,8,Yes,Yes,17m 23s,No,0.0,10m 58s,--,NA / SRKQNF,23,Evening,12/29/2020
12/29/2020 at 10:07:12 pm EST,Crewmate,Win,8,Yes,No,17m 05s,No,1.0,13m 35s,++,NA / SRKQNF,23,Evening,12/29/2020
12/29/2020 at 9:47:27 pm EST,Crewmate,Loss,3,No,No,09m 16s,No,0.0,-,---,NA / SRKQNF,23,Evening,12/29/2020
12/29/2020 at 9:36:52 pm EST,Crewmate,Win,8,Yes,No,12m 15s,No,0.0,10m 02s,++,NA / SRKQNF,23,Evening,12/29/2020
12/29/2020 at 9:10:26 pm EST,Crewmate,Loss,7,No,Yes,18m 29s,No,0.0,-,---,NA / SRKQNF,23,Evening,12/29/2020
12/29/2020 at 8:50:08 pm EST,Crewmate,Win,8,Yes,No,10m 35s,Yes,0.0,08m 00s,++,NA / SRKQNF,23,Evening,12/29/2020
12/29/2020 at 8:36:29 pm EST,Crewmate,Win,8,Yes,No,13m 56s,No,1.0,08m 37s,++,NA / HUYDCF,23,Evening,12/29/2020
12/29/2020 at 8:14:05 pm EST,Crewmate,Win,8,Yes,No,12m 37s,No,2.0,10m 41s,++,NA / HUYDCF,23,Evening,12/29/2020
12/29/2020 at 7:58:07 pm EST,Crewmate,Win,7,Yes,No,12m 54s,No,2.0,06m 01s,++,NA / NJCRNF,23,Evening,12/29/2020
12/29/2020 at 7:34:20 pm EST,Crewmate,Loss,4,No,No,09m 30s,No,3.0,-,---,NA / NJCRNF,23,Evening,12/29/2020
12/28/2020 at 1:16:44 am EST,Crewmate,Win,7,Yes,No,24m 10s,No,1.0,05m 32s,++,NA / TWGUMF,23,Night,12/28/2020
12/28/2020 at 12:27:19 am EST,Crewmate,Win,2,No,Yes,05m 40s,No,0.0,-,++,NA / YWLCGF,23,Night,12/28/2020
12/28/2020 at 12:14:02 am EST,Crewmate,Win,4,No,No,07m 07s,No,0.0,-,++,NA / LHNSFF,23,Night,12/28/2020
12/28/2020 at 12:00:11 am EST,Crewmate,Win,4,No,Yes,05m 00s,No,0.0,-,++,NA / LHNSFF,23,Night,12/28/2020
12/27/2020 at 11:49:19 pm EST,Crewmate,Win,7,Yes,Yes,24m 31s,No,1.0,16m 01s,++,NA / LHNSFF,23,Evening,12/27/2020
12/26/2020 at 3:11:39 am EST,Crewmate,Win,7,Yes,Yes,16m 27s,No,2.0,15m 20s,++,NA / KTSMSF,23,Night,12/26/2020
12/26/2020 at 2:53:51 am EST,Crewmate,Win,6,No,No,07m 00s,No,0.0,-,++,NA / KTSMSF,23,Night,12/26/2020
12/26/2020 at 2:45:00 am EST,Crewmate,Loss,7,Yes,Yes,14m 26s,No,0.0,06m 15s,--,NA / KTSMSF,23,Night,12/26/2020
11/29/2020 at 10:42:07 pm EST,Crewmate,Win,8,Yes,Yes,12m 15s,No,0.0,07m 23s,++,NA / LLNYBF,23,Evening,11/29/2020
11/29/2020 at 10:17:28 pm EST,Crewmate,Win,8,Yes,Yes,13m 28s,No,0.0,10m 41s,++,NA / MSVQUF,23,Evening,11/29/2020
11/29/2020 at 9:50:15 pm EST,Crewmate,Loss,8,Yes,Yes,12m 01s,No,0.0,08m 36s,--,NA / MSVQUF,23,Evening,11/29/2020
11/29/2020 at 9:36:53 pm EST,Crewmate,Loss,7,No,No,06m 09s,No,0.0,-,---,NA / MSVQUF,23,Evening,11/29/2020
11/29/2020 at 9:24:19 pm EST,Crewmate,Loss,6,No,Yes,10m 36s,No,0.0,-,---,NA / MSVQUF,23,Evening,11/29/2020
11/29/2020 at 8:50:39 pm EST,Crewmate,Win,8,Yes,No,17m 29s,No,0.0,16m 22s,++,NA / MSVQUF,23,Evening,11/29/2020
11/29/2020 at 8:27:21 pm EST,Crewmate,Win,8,Yes,Yes,13m 32s,No,2.0,10m 28s,++,NA / MSVQUF,23,Evening,11/29/2020
11/29/2020 at 8:12:06 pm EST,Crewmate,Loss,8,Yes,No,18m 01s,No,0.0,13m 36s,--,NA / MSVQUF,23,Evening,11/29/2020
11/29/2020 at 7:51:54 pm EST,Crewmate,Loss,8,Yes,Yes,10m 29s,No,2.0,09m 15s,--,NA / MSVQUF,23,Evening,11/29/2020
11/29/2020 at 7:39:03 pm EST,Crewmate,Win,8,Yes,No,09m 28s,No,0.0,07m 43s,++,NA / MSVQUF,23,Evening,11/29/2020
11/29/2020 at 7:28:50 pm EST,Crewmate,Win,4,No,No,05m 53s,No,0.0,-,++,NA / MSVQUF,23,Evening,11/29/2020
11/29/2020 at 7:14:29 pm EST,Crewmate,Loss,5,Yes,No,09m 05s,No,0.0,03m 54s,--,Europe / PSHLQQ,23,Evening,11/29/2020
12/29/2020 at 4:37:49 pm EST,Crewmate,Loss,8,No,Yes,09m 35s,No,2.0,-,---,NA / MHTFVF,24,Afternoon,12/29/2020
12/29/2020 at 4:27:48 pm EST,Crewmate,Win,9,Yes,Yes,09m 16s,No,0.0,04m 52s,++,NA / MHTFVF,24,Afternoon,12/29/2020
12/29/2020 at 4:02:18 pm EST,Crewmate,Loss,9,Yes,Yes,05m 22s,No,1.0,05m 18s,--,NA / TFDQUF,24,Afternoon,12/29/2020
12/28/2020 at 3:39:07 pm EST,Crewmate,Loss,8,Yes,Yes,02m 42s,No,0.0,02m 34s,,NA / DKCVDF,24,Afternoon,12/28/2020
12/28/2020 at 3:34:18 pm EST,Crewmate,Win,0,No,No,01m 19s,No,0.0,-,,NA / DKCVDF,24,Afternoon,12/28/2020
12/28/2020 at 3:32:45 pm EST,Crewmate,Win,0,No,No,00m 49s,No,0.0,-,,NA / DKCVDF,24,Afternoon,12/28/2020
12/28/2020 at 3:31:26 pm EST,Crewmate,Win,8,Yes,No,10m 09s,No,1.0,06m 34s,++,NA / DKCVDF,24,Afternoon,12/28/2020
12/28/2020 at 3:20:47 pm EST,Crewmate,Win,2,No,Yes,02m 59s,No,0.0,-,,NA / DKCVDF,24,Afternoon,12/28/2020
12/28/2020 at 3:12:55 pm EST,Crewmate,Loss,9,Yes,Yes,11m 14s,No,0.0,04m 30s,--,NA / XRMMVF,24,Afternoon,12/28/2020
12/28/2020 at 3:00:36 pm EST,Crewmate,Loss,7,No,No,06m 57s,No,0.0,-,---,NA / XRMMVF,24,Afternoon,12/28/2020
12/28/2020 at 2:49:48 pm EST,Crewmate,Win,9,Yes,Yes,06m 36s,No,0.0,04m 08s,++,NA / XRMMVF,24,Afternoon,12/28/2020
12/23/2020 at 12:13:38 pm EST,Crewmate,Loss,8,Yes,Yes,10m 45s,No,2.0,09m 41s,--,NA / DWOLJF,24,Morning,12/23/2020
12/23/2020 at 12:01:30 pm EST,Crewmate,Win,4,No,Yes,04m 57s,No,0.0,-,,NA / DWOLJF,24,Morning,12/23/2020
12/23/2020 at 11:53:46 am EST,Crewmate,Win,6,Yes,Yes,08m 14s,No,0.0,04m 42s,++,NA / DWOLJF,24,Morning,12/23/2020
12/21/2020 at 12:22:33 pm EST,Crewmate,Win,9,Yes,No,12m 05s,No,0.0,08m 00s,++,NA / UIGAKF,24,Morning,12/21/2020
12/21/2020 at 11:57:24 am EST,Crewmate,Loss,7,No,Yes,07m 11s,No,0.0,-,---,NA / UIGAKF,24,Morning,12/21/2020
12/21/2020 at 11:33:27 am EST,Crewmate,Win,9,Yes,No,13m 15s,No,0.0,09m 48s,++,NA / UIGAKF,24,Morning,12/21/2020
12/16/2020 at 1:08:13 pm EST,Crewmate,Loss,9,Yes,Yes,03m 57s,No,0.0,02m 33s,,NA / JRBNTQ,24,Afternoon,12/16/2020
12/16/2020 at 1:00:35 pm EST,Crewmate,Win,8,Yes,No,06m 16s,No,0.0,02m 54s,++,NA / VENGYQ,24,Afternoon,12/16/2020
12/15/2020 at 4:24:00 pm EST,Crewmate,Win,8,Yes,Yes,22m 58s,No,0.0,07m 23s,++,NA / PWJDHF,24,Afternoon,12/15/2020
12/15/2020 at 3:59:49 pm EST,Crewmate,Win,8,Yes,No,07m 35s,No,0.0,05m 50s,++,NA / PWJDHF,24,Afternoon,12/15/2020
12/15/2020 at 3:51:03 pm EST,Crewmate,Win,8,Yes,Yes,05m 12s,No,0.0,02m 55s,++,NA / PWJDHF,24,Afternoon,12/15/2020
12/15/2020 at 3:22:13 pm EST,Crewmate,Loss,5,No,No,07m 29s,No,1.0,-,---,NA / PWJDHF,24,Afternoon,12/15/2020
12/15/2020 at 3:13:25 pm EST,Crewmate,Loss,9,Yes,No,09m 33s,No,0.0,07m 07s,--,NA / PWJDHF,24,Afternoon,12/15/2020
12/15/2020 at 3:03:14 pm EST,Crewmate,Win,4,No,Yes,08m 41s,No,1.0,-,++,NA / PWJDHF,24,Afternoon,12/15/2020
12/15/2020 at 2:52:29 pm EST,Crewmate,Win,1,No,Yes,03m 29s,No,1.0,-,,NA / PWJDHF,24,Afternoon,12/15/2020
12/15/2020 at 2:44:42 pm EST,Crewmate,Loss,8,Yes,Yes,12m 05s,No,0.0,07m 26s,--,NA / PWJDHF,24,Afternoon,12/15/2020
12/15/2020 at 1:24:11 pm EST,Crewmate,Win,8,Yes,No,06m 58s,No,0.0,04m 16s,++,NA / PVQNHF,24,Afternoon,12/15/2020
12/15/2020 at 1:12:37 pm EST,Crewmate,Win,4,No,No,03m 47s,No,0.0,-,,NA / PVQNHF,24,Afternoon,12/15/2020
12/15/2020 at 1:07:23 pm EST,Crewmate,Win,7,No,No,05m 03s,No,0.0,-,++,NA / PVQNHF,24,Afternoon,12/15/2020
12/15/2020 at 12:58:37 pm EST,Crewmate,Win,5,No,Yes,07m 46s,No,0.0,-,++,NA / PVQNHF,24,Morning,12/15/2020
01/01/2021 at 8:19:02 pm EST,Crewmate,Loss,1,No,Yes,08m 03s,No,0.0,-,---,NA / DJDSGF,25,Evening,01/01/2021
01/01/2021 at 8:01:07 pm EST,Crewmate,Win,8,Yes,No,13m 59s,No,0.0,06m 43s,++,NA / DJDSGF,25,Evening,01/01/2021
12/07/2020 at 10:24:15 pm EST,Crewmate,Loss,5,No,No,05m 01s,No,1.0,-,---,NA / XVMZZF,25,Evening,12/07/2020
12/07/2020 at 10:18:23 pm EST,Crewmate,Loss,6,No,No,07m 48s,No,1.0,-,---,NA / XVMZZF,25,Evening,12/07/2020
12/07/2020 at 10:09:31 pm EST,Crewmate,Win,3,No,No,03m 31s,No,0.0,-,,NA / XVMZZF,25,Evening,12/07/2020
12/07/2020 at 9:56:46 pm EST,Crewmate,Loss,7,Yes,Yes,11m 49s,No,1.0,08m 17s,--,NA / IKBYZF,25,Evening,12/07/2020
12/07/2020 at 9:24:06 pm EST,Crewmate,Win,8,Yes,No,24m 40s,No,0.0,09m 39s,++,NA / ITURDF,25,Evening,12/07/2020
12/07/2020 at 8:58:38 pm EST,Crewmate,Win,8,Yes,Yes,10m 34s,No,0.0,08m 37s,++,NA / ITURDF,25,Evening,12/07/2020
12/07/2020 at 8:41:00 pm EST,Crewmate,Win,4,No,Yes,07m 41s,No,0.0,-,++,NA / ITURDF,25,Evening,12/07/2020
12/07/2020 at 8:30:55 pm EST,Crewmate,Win,8,Yes,Yes,17m 58s,No,0.0,17m 58s,++,NA / ITURDF,25,Evening,12/07/2020
12/07/2020 at 8:12:13 pm EST,Crewmate,Win,5,No,Yes,17m 56s,No,0.0,-,++,NA / ITURDF,25,Evening,12/07/2020
12/06/2020 at 6:00:08 pm EST,Crewmate,Loss,4,No,Yes,16m 00s,No,0.0,-,---,Europe / DSYWJF,25,Afternoon,12/06/2020
12/06/2020 at 5:42:26 pm EST,Crewmate,Win,2,No,No,04m 15s,No,0.0,-,,Europe / DSYWJF,25,Afternoon,12/06/2020
12/06/2020 at 5:34:55 pm EST,Crewmate,Win,8,Yes,No,20m 10s,No,2.0,15m 19s,++,Europe / DSYWJF,25,Afternoon,12/06/2020
12/05/2020 at 1:57:32 pm EST,Crewmate,Win,7,Yes,Yes,18m 01s,No,0.0,14m 32s,++,Europe / PRAHIF,25,Afternoon,12/05/2020
12/05/2020 at 1:35:25 pm EST,Crewmate,Win,7,Yes,No,19m 07s,No,1.0,14m 15s,++,Europe / PRAHIF,25,Afternoon,12/05/2020
12/05/2020 at 12:56:26 pm EST,Crewmate,Win,2,No,Yes,20m 11s,No,0.0,-,++,Europe / PRAHIF,25,Morning,12/05/2020
12/05/2020 at 12:32:25 pm EST,Crewmate,Win,7,Yes,Yes,22m 31s,No,1.0,17m 13s,++,Europe / PRAHIF,25,Morning,12/05/2020
12/05/2020 at 12:08:07 pm EST,Crewmate,Loss,2,No,Yes,10m 14s,No,1.0,-,---,Europe / PRAHIF,25,Morning,12/05/2020
12/05/2020 at 11:56:24 am EST,Crewmate,Win,5,No,Yes,10m 46s,No,0.0,-,++,Europe / PRAHIF,25,Morning,12/05/2020
12/05/2020 at 11:40:47 am EST,Crewmate,Win,7,Yes,No,15m 57s,No,0.0,15m 55s,++,Europe / PRAHIF,25,Morning,12/05/2020
12/05/2020 at 11:15:48 am EST,Crewmate,Loss,7,Yes,No,10m 56s,No,0.0,10m 51s,--,Europe / PRAHIF,25,Morning,12/05/2020
12/05/2020 at 10:35:23 am EST,Crewmate,Win,7,Yes,Yes,18m 27s,No,0.0,12m 50s,++,Europe / PRAHIF,25,Morning,12/05/2020
12/05/2020 at 10:15:54 am EST,Crewmate,Win,7,Yes,Yes,12m 28s,No,0.0,06m 01s,++,Europe / PRAHIF,25,Morning,12/05/2020
12/05/2020 at 9:59:47 am EST,Crewmate,Loss,3,No,Yes,06m 17s,No,0.0,03m 37s,--,Europe / PRAHIF,25,Morning,12/05/2020
12/05/2020 at 9:25:59 am EST,Crewmate,Loss,3,No,No,10m 37s,No,0.0,-,---,NA / CGXSUF,25,Morning,12/05/2020
12/05/2020 at 8:38:16 am EST,Crewmate,Loss,5,No,Yes,07m 34s,No,0.0,-,---,NA / CGXSUF,25,Morning,12/05/2020
