User,Team,Outcome,Game Length,Task Completed,All Tasks Completed,Time to complete all tasks,Sabotages Fixed,Murdered,Ejected,Night,Morning,Afternoon,Evening
7,1,0,500,3,0,0,0.0,1,0,1,0,0,0
7,1,0,349,7,0,0,0.0,1,0,0,0,0,1
7,1,1,1016,8,1,382,0.0,0,0,0,0,0,1
7,1,0,551,2,0,0,0.0,1,0,0,0,0,1
7,1,0,907,8,1,373,0.0,1,0,0,0,0,1
7,1,0,1057,8,1,1020,0.0,0,0,0,0,0,1
7,1,1,1101,8,1,1012,0.0,0,0,0,0,0,1
7,1,1,696,8,1,126,1.0,0,0,0,0,0,1
7,1,0,1006,6,0,0,0.0,1,0,0,0,0,1
7,1,0,499,1,0,0,0.0,1,0,0,0,0,1
7,1,0,829,8,1,585,0.0,1,0,0,0,0,1
7,1,1,458,2,0,0,0.0,0,0,0,0,0,1
7,1,1,613,5,0,0,0.0,1,0,0,0,0,1
7,1,0,869,8,1,204,0.0,1,0,0,0,0,1
7,1,1,73,2,0,0,0.0,0,0,0,0,0,1
7,1,1,91,1,0,0,0.0,0,0,0,0,0,1
7,1,0,693,8,1,653,0.0,1,0,0,0,0,1
7,1,0,430,4,0,0,0.0,0,0,1,0,0,0
7,1,0,1219,8,1,1016,1.0,1,0,0,0,0,1
7,1,0,620,3,0,0,0.0,1,0,0,0,0,1
7,1,0,783,8,1,748,0.0,1,0,0,0,0,1
7,1,1,841,6,0,0,0.0,1,0,0,0,0,1
7,1,0,978,8,1,540,0.0,1,0,0,0,0,1
7,1,1,778,6,0,0,0.0,0,0,0,0,0,1
7,1,1,899,4,0,0,0.0,0,0,0,0,0,1
7,1,1,687,8,1,493,0.0,0,0,0,0,0,1
7,1,0,1315,8,1,524,0.0,1,0,0,0,0,1
7,1,0,762,8,1,444,0.0,0,0,0,0,0,1
7,1,0,427,7,0,0,0.0,1,0,0,0,0,1
7,1,1,804,8,1,551,0.0,1,0,0,0,0,1
7,1,0,466,8,1,466,1.0,0,0,0,0,0,1
7,1,0,659,8,1,604,0.0,1,0,0,0,0,1
7,1,1,790,7,0,0,0.0,1,0,0,0,0,1
7,1,1,313,1,0,0,0.0,1,0,0,0,0,1
7,1,0,790,8,1,540,0.0,1,0,0,0,0,1
7,1,1,1145,8,1,550,0.0,0,0,0,0,0,1
7,1,1,971,5,0,0,0.0,0,0,0,0,1,0
7,1,0,882,7,1,673,0.0,1,0,0,1,0,0
7,1,1,632,3,0,0,0.0,1,0,0,1,0,0
7,1,1,766,7,1,655,0.0,1,0,0,1,0,0
7,1,0,328,3,0,0,0.0,1,0,0,1,0,0
7,1,1,853,7,1,606,0.0,0,0,0,1,0,0
7,1,1,727,7,1,425,0.0,0,0,0,1,0,0
7,1,1,517,5,0,0,0.0,0,0,0,1,0,0
7,1,1,981,8,1,654,0.0,1,0,0,1,0,0
7,1,1,388,5,0,0,0.0,1,0,0,1,0,0
7,1,1,1082,8,1,1037,1.0,0,0,0,1,0,0
7,1,0,1412,8,1,631,0.0,1,0,0,0,0,1
7,1,0,882,8,1,560,0.0,1,0,0,0,0,1
8,1,1,346,3,0,0,0.0,0,0,0,0,0,1
8,1,1,272,3,0,0,0.0,0,0,0,0,0,1
8,1,1,1022,6,0,0,0.0,0,0,0,0,0,1
8,1,1,351,4,0,0,0.0,1,0,0,0,0,1
8,1,0,201,4,0,0,0.0,1,0,0,0,0,1
8,1,0,297,1,0,0,0.0,0,0,0,0,0,1
8,1,1,834,7,1,738,0.0,0,0,0,0,0,1
8,1,1,1309,7,1,860,1.0,1,0,0,0,0,1
8,1,1,746,7,1,325,0.0,1,0,0,0,1,0
8,1,1,883,7,1,618,0.0,0,0,0,0,1,0
8,1,1,347,2,0,0,0.0,0,0,0,1,0,0
8,1,1,494,6,1,450,0.0,0,0,0,1,0,0
8,1,0,1387,8,1,380,2.0,1,0,0,0,0,1
8,1,0,936,8,1,365,0.0,1,0,0,0,0,1
8,1,0,987,7,0,0,0.0,0,0,0,0,0,1
8,1,1,308,2,0,0,0.0,0,0,0,0,0,1
8,1,1,625,8,1,359,1.0,0,0,0,0,0,1
8,1,1,825,8,1,377,1.0,0,0,0,0,0,1
8,1,1,1236,8,1,394,0.0,1,0,0,0,0,1
8,1,1,1052,8,1,609,0.0,0,0,0,0,1,0
8,1,1,322,5,0,0,0.0,0,0,0,0,1,0
8,1,1,1225,8,1,951,0.0,1,0,0,0,1,0
8,1,1,754,8,1,654,1.0,1,0,0,0,1,0
8,1,1,1060,8,1,764,1.0,1,0,0,0,1,0
8,1,0,1216,8,1,708,0.0,1,0,0,0,1,0
8,1,0,818,8,1,310,0.0,1,0,0,0,0,1
8,1,0,598,6,0,0,0.0,0,0,0,0,0,1
8,1,0,360,8,1,326,0.0,0,0,0,0,0,1
8,1,0,646,8,1,593,0.0,0,0,0,0,0,1
8,1,0,916,8,1,699,0.0,0,0,0,0,0,1
8,1,1,989,8,1,700,1.0,0,1,0,0,0,1
8,1,0,682,8,1,290,0.0,1,0,0,0,0,1
8,1,1,704,8,1,544,1.0,0,0,0,0,0,1
8,1,1,510,5,0,0,0.0,0,0,0,0,0,1
8,1,1,755,8,1,641,0.0,1,0,0,0,0,1
8,1,1,996,7,1,374,1.0,0,0,0,0,0,1
8,1,1,940,6,1,298,0.0,1,0,0,0,0,1
8,1,1,1115,7,1,334,2.0,0,0,0,0,1,0
8,1,1,837,7,1,433,0.0,1,0,0,0,1,0
8,1,0,1020,7,1,574,0.0,0,0,0,0,1,0
8,1,1,1208,7,1,682,0.0,1,0,0,0,1,0
8,1,1,894,7,1,422,0.0,1,0,0,0,1,0
8,1,1,888,7,1,370,1.0,0,0,0,0,1,0
8,1,1,1049,7,1,689,0.0,1,0,0,0,1,0
8,1,0,731,7,1,151,1.0,0,0,0,0,1,0
8,1,0,821,7,1,805,1.0,1,0,0,0,1,0
8,1,0,766,7,1,566,0.0,0,0,1,0,0,0
8,1,1,961,7,1,510,2.0,0,0,1,0,0,0
8,1,1,799,7,1,330,2.0,1,0,0,0,0,1
8,1,1,993,8,1,992,0.0,1,0,0,0,0,1
8,1,1,523,4,0,0,0.0,1,0,0,0,0,1
8,1,0,631,4,0,0,0.0,1,0,0,0,0,1
8,1,1,532,8,1,394,1.0,0,0,0,0,0,1
8,1,0,361,5,0,0,0.0,0,0,0,0,0,1
8,1,1,952,8,1,349,1.0,0,0,0,0,0,1
8,1,1,661,8,1,546,0.0,0,0,0,0,0,1
8,1,1,1175,8,1,758,0.0,0,0,0,0,0,1
8,1,0,1178,8,1,330,1.0,0,0,0,0,0,1
8,1,0,680,6,0,0,1.0,0,0,0,0,0,1
8,1,1,442,5,0,0,1.0,0,0,0,0,0,1
8,1,1,342,7,0,0,0.0,1,0,0,0,0,1
8,1,1,998,7,1,377,0.0,1,0,0,0,0,1
8,1,1,1169,7,1,1110,1.0,0,0,0,0,0,1
8,1,1,926,7,1,441,1.0,1,0,0,0,1,0
8,1,0,548,5,0,0,0.0,1,0,0,0,1,0
8,1,1,704,7,1,471,0.0,1,0,0,0,1,0
8,1,0,1148,7,1,375,3.0,1,0,0,0,1,0
8,1,1,576,6,0,0,0.0,0,0,0,0,1,0
8,1,1,638,7,1,578,0.0,0,0,0,0,1,0
8,1,1,666,7,1,375,0.0,1,0,0,0,1,0
8,1,1,368,6,0,0,2.0,0,0,0,0,1,0
8,1,1,1181,7,1,565,3.0,0,0,0,0,1,0
8,1,1,945,4,0,0,0.0,0,0,0,0,1,0
8,1,1,379,7,1,316,1.0,0,0,0,1,0,0
8,1,1,663,3,0,0,1.0,1,0,1,0,0,0
8,1,1,668,7,1,593,0.0,0,0,1,0,0,0
8,1,1,822,7,1,770,0.0,0,0,1,0,0,0
8,1,1,866,7,1,579,1.0,0,0,1,0,0,0
8,1,1,912,0,0,0,0.0,1,0,1,0,0,0
8,1,1,137,1,0,0,0.0,0,0,1,0,0,0
8,1,1,200,1,0,0,0.0,0,0,1,0,0,0
9,1,1,500,6,0,0,0.0,0,0,0,0,0,1
9,1,0,1185,7,1,315,1.0,1,0,0,0,0,1
9,1,1,346,3,0,0,0.0,0,0,0,0,0,1
9,1,1,177,4,0,0,0.0,0,0,0,0,0,1
9,1,1,926,8,1,520,0.0,1,0,0,0,1,0
9,1,1,240,1,0,0,0.0,0,0,0,0,1,0
9,1,1,1162,7,1,1055,1.0,0,0,0,0,0,1
9,1,0,829,7,1,557,0.0,1,0,0,0,0,1
9,1,1,1037,7,1,542,0.0,1,0,0,0,0,1
9,1,1,566,8,1,404,0.0,0,0,0,0,1,0
9,1,1,1137,8,1,563,0.0,1,0,0,0,1,0
9,1,1,1131,8,1,506,0.0,1,0,0,0,1,0
9,1,0,773,7,1,547,0.0,0,0,0,0,1,0
9,1,1,613,5,0,0,1.0,1,0,0,0,1,0
9,1,1,1063,7,1,719,0.0,1,0,0,0,1,0
9,1,1,1244,8,1,443,3.0,1,0,0,0,1,0
9,1,0,363,2,0,0,0.0,1,0,0,0,1,0
9,1,1,281,8,1,167,1.0,0,0,0,0,1,0
9,1,1,790,8,1,576,1.0,0,0,0,0,0,1
9,1,1,936,8,1,728,2.0,0,0,0,0,1,0
9,1,0,962,8,1,627,0.0,1,0,0,0,1,0
9,1,1,641,3,0,0,0.0,1,0,0,0,1,0
9,1,1,753,1,0,0,1.0,0,0,0,0,1,0
9,1,1,1069,7,1,104,2.0,1,0,0,0,1,0
9,1,0,910,7,1,409,0.0,1,0,0,0,1,0
9,1,0,701,7,1,393,1.0,1,0,0,0,1,0
9,1,0,149,0,0,0,0.0,1,0,0,0,1,0
9,1,1,801,8,1,602,0.0,0,0,0,1,0,0
9,1,1,904,8,1,680,0.0,1,0,0,1,0,0
9,1,0,585,8,1,334,1.0,0,0,0,1,0,0
9,1,0,497,7,1,129,1.0,1,0,0,0,1,0
9,1,1,1236,7,1,625,0.0,1,0,0,0,1,0
9,1,1,431,7,1,114,0.0,0,0,0,0,1,0
9,1,1,450,5,0,0,0.0,0,0,0,0,1,0
9,1,1,834,7,1,756,0.0,0,0,0,0,1,0
9,1,0,489,7,1,309,0.0,1,0,0,0,1,0
9,1,0,679,6,0,0,4.0,1,0,0,1,0,0
9,1,1,825,7,1,489,0.0,1,0,0,1,0,0
9,1,0,858,7,1,642,0.0,1,0,0,1,0,0
9,1,0,1215,8,1,963,4.0,1,0,0,0,1,0
9,1,0,891,2,0,0,2.0,0,1,0,0,1,0
9,1,1,990,8,1,989,0.0,0,0,0,0,1,0
9,1,1,640,8,1,541,2.0,0,0,0,0,1,0
9,1,1,1204,8,1,427,1.0,1,0,0,0,1,0
9,1,0,952,8,1,629,0.0,1,0,0,0,1,0
9,1,1,451,5,0,0,0.0,0,0,0,0,1,0
9,1,0,354,0,0,0,0.0,1,0,0,0,1,0
9,1,0,672,3,0,0,3.0,0,0,0,0,1,0
9,1,1,1122,7,1,538,1.0,0,0,0,1,0,0
9,1,1,438,3,0,0,0.0,0,0,0,1,0,0
9,1,1,500,5,0,0,0.0,0,0,0,1,0,0
9,1,0,726,7,1,498,0.0,1,0,0,1,0,0
9,1,0,142,0,0,0,0.0,0,0,0,1,0,0
9,1,0,842,7,1,503,0.0,1,0,0,1,0,0
9,1,1,578,7,1,395,0.0,1,0,0,1,0,0
9,1,1,399,4,0,0,0.0,1,0,0,1,0,0
9,1,0,942,8,1,558,1.0,0,0,0,0,0,1
9,1,1,960,8,1,660,0.0,0,0,0,0,0,1
9,1,0,688,8,1,677,0.0,0,0,0,0,0,1
9,1,1,962,8,1,639,1.0,1,0,0,0,0,1
9,1,1,77,2,0,0,0.0,0,0,0,0,0,1
9,1,0,923,8,1,750,1.0,0,0,0,0,0,1
9,1,0,736,5,0,0,0.0,1,0,0,0,0,1
9,1,0,1110,7,1,661,0.0,0,0,0,0,1,0
9,1,1,809,4,0,0,1.0,0,0,0,0,1,0
9,1,1,892,7,1,368,0.0,0,0,0,0,1,0
9,1,1,1276,7,1,545,0.0,0,0,0,0,1,0
9,1,0,913,7,1,344,1.0,1,0,0,0,1,0
9,1,1,802,6,0,0,0.0,0,0,0,0,1,0
9,1,0,832,7,1,559,1.0,1,0,0,0,1,0
9,1,0,1146,7,1,314,1.0,1,0,0,0,1,0
9,1,0,879,7,1,109,1.0,1,0,0,0,1,0
9,1,0,865,7,1,834,0.0,1,0,0,0,1,0
9,1,1,1082,7,1,1031,0.0,1,0,0,0,1,0
9,1,0,1161,7,1,393,0.0,1,0,0,0,1,0
9,1,0,416,7,1,249,0.0,1,0,0,1,0,0
9,1,1,1326,7,1,391,0.0,1,0,0,1,0,0
9,1,0,821,7,1,366,0.0,0,0,0,1,0,0
9,1,0,807,8,1,337,0.0,1,0,0,0,0,1
10,1,1,310,3,0,0,0.0,0,0,0,0,0,1
10,1,1,491,2,0,0,0.0,1,0,0,0,1,0
10,1,0,664,7,1,392,0.0,1,0,0,0,1,0
10,1,0,826,7,1,346,1.0,1,0,0,0,1,0
10,1,0,596,7,1,389,0.0,1,0,0,0,1,0
10,1,1,372,7,1,353,1.0,1,0,0,0,1,0
10,1,1,484,4,0,0,1.0,0,0,0,0,1,0
10,1,0,307,9,0,267,0.0,1,0,0,0,1,0
10,1,1,638,9,1,253,1.0,0,0,0,0,1,0
10,1,1,1173,8,1,541,3.0,0,0,0,0,1,0
10,1,0,795,7,1,335,0.0,1,0,0,0,1,0
10,1,1,796,7,1,481,0.0,1,0,0,0,1,0
10,1,1,1013,7,1,307,2.0,0,0,0,0,1,0
10,1,1,1165,7,1,704,1.0,1,0,0,0,1,0
10,1,1,506,7,1,283,1.0,1,0,0,0,1,0
10,1,1,773,7,1,276,0.0,1,0,0,1,0,0
10,1,1,741,7,1,296,1.0,0,0,0,1,0,0
10,1,0,294,7,1,280,0.0,0,0,0,1,0,0
10,1,1,306,4,0,0,1.0,1,0,0,1,0,0
10,1,1,549,7,1,295,0.0,0,0,0,1,0,0
10,1,0,848,7,1,232,0.0,1,0,0,1,0,0
10,1,1,357,8,0,166,0.0,1,0,0,1,0,0
10,1,1,1049,7,1,687,0.0,0,0,0,1,0,0
10,1,1,429,7,1,228,0.0,0,0,0,1,0,0
10,1,1,283,7,1,214,0.0,1,0,0,1,0,0
10,1,1,261,2,0,228,0.0,0,0,0,1,0,0
10,1,1,600,8,1,255,0.0,1,0,0,1,0,0
10,1,0,227,4,0,0,0.0,1,0,0,1,0,0
10,1,0,322,8,1,317,0.0,1,0,0,0,0,1
10,1,0,66,3,0,0,1.0,0,0,0,0,0,1
10,1,0,330,4,0,125,0.0,0,0,0,0,0,1
10,1,1,383,5,0,40,0.0,0,0,0,0,0,1
10,1,0,36,3,0,0,0.0,0,0,0,0,0,1
10,1,0,439,5,1,143,2.0,0,0,0,0,1,0
10,1,0,84,0,0,0,1.0,0,0,0,0,1,0
10,1,0,148,3,0,0,2.0,1,0,0,0,1,0
10,1,0,1249,8,1,863,0.0,1,0,0,0,1,0
10,1,1,910,8,1,842,2.0,0,0,0,0,1,0
10,1,0,449,8,1,361,0.0,0,0,0,0,1,0
10,1,0,350,6,0,0,0.0,0,0,0,0,1,0
10,1,0,1263,9,1,397,2.0,0,0,0,0,1,0
10,1,1,705,9,1,343,0.0,0,0,0,0,1,0
10,1,0,348,5,1,347,0.0,1,0,0,1,0,0
10,1,1,125,3,0,0,1.0,0,0,0,1,0,0
10,1,0,434,4,0,0,1.0,1,0,0,1,0,0
10,1,0,331,4,0,0,1.0,1,0,0,0,0,1
10,1,0,55,1,0,0,0.0,1,0,0,0,1,0
10,1,1,304,0,0,0,0.0,0,0,0,0,1,0
10,1,1,576,0,0,0,0.0,1,0,0,0,0,1
10,1,0,120,0,0,0,0.0,1,0,0,0,0,1
10,1,1,386,5,1,193,0.0,0,0,0,0,1,0
10,1,1,152,2,0,0,0.0,0,0,0,0,1,0
10,1,0,117,0,0,0,0.0,1,0,0,0,1,0
10,1,1,459,4,0,0,0.0,0,0,1,0,0,0
10,1,0,211,2,0,0,1.0,0,0,1,0,0,0
10,1,1,337,5,1,242,0.0,0,0,1,0,0,0
10,1,1,336,4,0,279,1.0,1,0,1,0,0,0
10,1,1,481,6,0,0,1.0,0,0,0,0,1,0
10,1,0,627,7,1,538,0.0,1,0,0,0,1,0
10,1,1,869,5,0,0,1.0,0,0,0,0,1,0
10,1,0,430,5,1,317,0.0,1,0,0,0,1,0
10,1,1,283,3,0,0,0.0,0,0,0,0,1,0
10,1,1,624,6,1,91,2.0,0,0,0,0,1,0
10,1,1,388,6,1,245,1.0,0,0,0,0,1,0
10,1,0,21,0,0,0,0.0,0,0,0,0,1,0
10,1,1,447,4,0,275,1.0,0,0,0,0,1,0
10,1,0,150,2,0,0,0.0,0,0,0,0,1,0
10,1,1,164,4,0,0,0.0,0,0,0,0,1,0
10,1,0,1112,8,1,693,1.0,1,0,1,0,0,0
10,1,1,641,8,1,193,1.0,0,0,0,0,0,1
10,1,0,798,8,1,779,0.0,1,0,0,0,0,1
10,1,0,1262,8,1,497,1.0,1,0,0,0,0,1
10,1,1,370,4,0,0,0.0,0,0,0,0,0,1
10,1,1,1264,8,1,529,0.0,1,0,0,0,0,1
10,1,1,754,8,1,336,0.0,0,0,0,0,0,1
10,1,0,687,8,1,467,0.0,1,0,0,0,0,1
11,1,1,793,7,1,605,1.0,1,0,0,0,0,1
11,1,0,1099,7,1,433,0.0,1,0,0,0,0,1
11,1,1,642,6,1,307,0.0,1,0,0,0,0,1
11,1,1,311,3,0,0,1.0,0,0,0,0,0,1
11,1,0,298,5,0,0,0.0,1,0,0,0,0,1
11,1,1,79,1,0,0,0.0,1,0,0,0,0,1
11,1,0,131,3,0,125,0.0,1,0,0,0,0,1
11,1,1,569,7,1,416,0.0,1,0,0,0,0,1
11,1,0,187,6,0,0,0.0,1,0,0,0,0,1
11,1,0,632,2,0,0,2.0,0,0,0,0,0,1
11,1,1,238,1,0,0,0.0,1,0,0,0,0,1
11,1,0,247,3,0,0,0.0,0,1,0,0,0,1
11,1,0,331,5,0,0,1.0,0,0,0,0,0,1
11,1,1,426,2,0,0,0.0,0,0,0,0,0,1
11,1,0,300,5,0,0,1.0,1,0,0,0,0,1
11,1,1,211,4,0,0,0.0,1,0,0,0,0,1
11,1,0,327,5,0,0,1.0,1,0,0,0,0,1
11,1,1,830,7,1,479,1.0,0,0,0,0,0,1
11,1,1,795,7,1,678,2.0,1,0,0,0,0,1
11,1,1,384,6,0,0,0.0,0,0,0,0,0,1
11,1,1,469,5,0,0,1.0,1,0,0,0,0,1
11,1,0,743,8,1,445,3.0,1,0,0,0,0,1
12,1,1,1073,8,1,564,1.0,0,0,1,0,0,0
12,1,0,649,8,1,358,0.0,1,0,1,0,0,0
12,1,1,873,7,0,0,0.0,0,0,1,0,0,0
12,1,0,712,8,1,526,0.0,0,0,1,0,0,0
12,1,1,1137,8,1,497,0.0,0,0,1,0,0,0
12,1,0,687,6,0,0,0.0,1,0,0,0,0,1
12,1,1,723,8,1,207,0.0,0,0,0,0,0,1
12,1,0,630,2,0,0,0.0,0,0,0,0,0,1
12,1,0,495,7,0,0,0.0,1,0,0,0,0,1
12,1,1,1013,7,0,0,0.0,0,0,0,0,0,1
12,1,0,461,6,0,0,0.0,0,0,0,0,1,0
12,1,1,1173,8,1,937,2.0,1,0,0,0,1,0
12,1,1,795,8,1,591,0.0,0,0,1,0,0,0
12,1,1,326,4,0,0,0.0,0,0,1,0,0,0
12,1,1,1004,5,0,0,0.0,1,0,1,0,0,0
12,1,0,1171,7,1,452,0.0,1,0,1,0,0,0
12,1,0,221,3,0,0,0.0,1,0,0,0,0,1
12,1,1,1151,7,1,435,0.0,1,0,0,0,0,1
12,1,1,39,0,0,0,0.0,0,0,1,0,0,0
12,1,1,849,7,1,487,0.0,1,0,1,0,0,0
12,1,1,938,7,1,808,0.0,1,0,1,0,0,0
12,1,0,650,6,0,0,0.0,1,0,1,0,0,0
12,1,0,563,5,0,0,0.0,0,1,1,0,0,0
12,1,0,689,7,1,646,0.0,0,0,1,0,0,0
12,1,1,884,7,1,511,0.0,1,0,1,0,0,0
12,1,0,615,4,0,0,1.0,0,0,1,0,0,0
12,1,0,1178,7,1,618,0.0,0,1,1,0,0,0
12,1,0,757,7,1,346,0.0,1,0,1,0,0,0
12,1,0,574,7,1,357,0.0,1,0,1,0,0,0
12,1,1,1106,8,1,880,0.0,0,0,1,0,0,0
12,1,0,1022,8,1,548,0.0,1,0,0,0,0,1
12,1,1,382,7,0,0,0.0,1,0,0,0,0,1
12,1,0,340,5,0,0,1.0,1,0,0,0,0,1
12,1,1,632,7,1,320,0.0,1,0,0,0,0,1
12,1,1,1012,7,1,424,0.0,0,0,0,0,0,1
12,1,1,649,6,0,0,0.0,1,0,0,0,0,1
12,1,0,793,7,1,313,0.0,0,0,0,0,0,1
12,1,1,1316,7,1,1085,0.0,0,0,1,0,0,0
12,1,0,936,7,1,361,1.0,0,0,1,0,0,0
12,1,1,834,7,1,342,0.0,0,0,1,0,0,0
12,1,1,759,7,1,341,0.0,1,0,1,0,0,0
12,1,1,1117,7,1,997,0.0,1,0,1,0,0,0
12,1,1,1017,7,1,604,1.0,0,0,1,0,0,0
12,1,1,1600,7,1,559,0.0,0,0,1,0,0,0
12,1,0,1556,7,1,585,0.0,1,0,1,0,0,0
12,1,0,771,6,0,0,0.0,0,0,0,0,0,1
12,1,0,506,7,1,270,0.0,1,0,0,0,0,1
12,1,0,803,7,1,570,0.0,1,0,0,0,0,1
12,1,1,1164,7,1,788,0.0,0,0,0,0,0,1
12,1,1,127,1,0,0,0.0,0,0,0,0,0,1
12,1,0,1196,6,0,0,1.0,0,0,0,0,0,1
12,1,0,660,8,1,534,0.0,1,0,0,0,0,1
12,1,1,790,8,1,572,0.0,0,0,0,0,0,1
12,1,0,992,8,1,648,2.0,0,0,0,0,0,1
12,1,1,313,1,0,0,1.0,0,0,0,0,0,1
12,1,0,273,4,0,241,0.0,1,0,0,0,1,0
12,1,1,226,0,0,0,1.0,1,0,0,0,1,0
12,1,0,260,3,0,0,0.0,1,0,0,0,1,0
12,1,1,160,2,0,0,0.0,0,0,0,0,1,0
12,1,1,161,0,0,0,1.0,1,0,0,0,1,0
12,1,1,292,4,0,166,0.0,1,0,0,0,1,0
12,1,1,1263,8,1,517,1.0,0,0,0,0,1,0
12,1,1,488,2,0,0,0.0,0,0,0,0,1,0
12,1,1,757,8,1,528,0.0,1,0,0,0,1,0
12,1,0,639,8,1,459,1.0,0,1,0,0,1,0
12,1,0,669,5,0,0,0.0,0,0,1,0,0,0
12,1,0,973,8,1,326,0.0,1,0,0,0,0,1
12,1,1,811,8,1,445,0.0,0,0,0,0,0,1
12,1,0,1082,8,1,868,0.0,1,0,0,0,0,1
12,1,1,568,4,0,0,0.0,1,0,0,0,0,1
12,1,1,353,4,0,0,0.0,1,0,0,0,0,1
12,1,0,1088,8,1,489,0.0,0,0,0,0,0,1
12,1,0,491,8,1,486,0.0,0,0,0,0,1,0
12,1,1,1152,8,1,685,0.0,0,0,0,0,1,0
12,1,1,1279,7,1,327,0.0,0,0,0,0,0,1
12,1,1,872,7,1,563,0.0,0,0,0,0,0,1
12,1,0,366,3,0,0,0.0,0,1,0,0,0,1
12,1,1,581,8,1,528,0.0,0,0,0,0,1,0
12,1,1,781,8,1,531,0.0,1,0,0,0,1,0
13,1,1,238,3,0,0,0.0,0,0,0,0,0,1
13,1,0,906,7,1,680,1.0,0,0,0,0,1,0
13,1,0,626,3,0,0,0.0,1,0,0,0,1,0
13,1,1,443,5,0,0,0.0,1,0,0,0,1,0
13,1,0,461,4,0,0,0.0,1,0,0,0,1,0
13,1,1,1173,5,0,0,1.0,0,0,0,0,1,0
13,1,1,196,1,0,0,0.0,0,0,0,0,1,0
13,1,0,178,1,0,0,0.0,0,1,0,0,1,0
13,1,1,240,3,0,0,0.0,0,0,0,0,1,0
13,1,0,494,6,0,0,0.0,1,0,0,0,0,1
13,1,0,439,5,0,0,0.0,1,0,0,0,0,1
13,1,1,692,5,0,0,0.0,1,0,0,0,1,0
13,1,1,805,4,0,0,0.0,0,0,0,0,1,0
13,1,1,169,2,0,0,0.0,0,0,0,0,1,0
13,1,1,450,6,1,318,0.0,0,0,0,0,1,0
13,1,0,488,4,0,0,1.0,1,0,0,0,1,0
13,1,0,582,7,1,284,0.0,1,0,0,0,1,0
13,1,1,857,7,1,405,0.0,1,0,0,1,0,0
13,1,1,193,0,0,0,0.0,0,0,0,1,0,0
13,1,0,187,2,0,0,1.0,0,0,0,1,0,0
13,1,1,366,5,1,210,0.0,0,0,0,1,0,0
13,1,1,1123,7,1,768,1.0,0,0,0,0,1,0
13,1,1,747,2,0,0,0.0,0,0,0,0,1,0
13,1,1,631,5,0,0,0.0,1,0,0,0,1,0
13,1,1,962,7,1,801,0.0,1,0,0,0,1,0
13,1,1,1006,7,1,677,0.0,1,0,0,0,1,0
13,1,0,923,7,1,521,0.0,1,0,0,0,1,0
13,1,0,836,7,1,597,1.0,1,0,0,0,1,0
13,1,0,682,7,1,509,0.0,1,0,0,0,1,0
13,1,1,884,8,1,301,1.0,0,0,0,0,1,0
13,1,1,321,5,0,0,0.0,0,0,0,0,1,0
13,1,0,919,7,1,919,0.0,0,0,1,0,0,0
13,1,1,831,7,1,781,0.0,1,0,1,0,0,0
13,1,1,323,6,0,0,1.0,0,0,0,0,0,1
13,1,1,335,4,0,0,0.0,1,0,0,0,0,1
13,1,0,466,8,1,138,0.0,0,0,0,0,0,1
13,1,0,595,8,1,595,0.0,1,0,0,0,0,1
13,1,0,866,8,1,345,0.0,1,0,0,0,0,1
13,1,0,340,6,0,0,1.0,1,0,0,0,0,1
13,1,1,632,7,1,300,0.0,1,0,0,0,0,1
13,1,1,1012,7,1,880,1.0,1,0,0,0,0,1
13,1,1,648,7,1,448,0.0,0,0,0,0,0,1
13,1,0,505,4,0,0,0.0,1,0,0,0,0,1
13,1,0,771,4,0,0,1.0,0,0,0,0,0,1
13,1,0,790,7,0,0,0.0,0,0,0,0,0,1
13,1,1,1145,8,1,548,0.0,1,0,0,0,0,1
13,1,0,16,0,0,0,0.0,0,0,0,0,1,0
13,1,1,1236,8,1,1235,0.0,1,0,0,0,1,0
13,1,1,971,7,0,0,2.0,0,0,0,0,1,0
13,1,1,254,2,0,0,0.0,0,0,0,0,1,0
13,1,1,1210,8,1,909,1.0,1,0,0,0,1,0
13,1,1,787,8,1,530,0.0,1,0,0,0,1,0
13,1,1,1029,7,1,832,1.0,1,0,0,0,0,1
13,1,1,945,6,0,0,0.0,0,0,0,0,0,1
13,1,1,1301,7,1,1223,1.0,0,0,0,0,0,1
13,1,0,921,4,0,0,0.0,1,0,0,0,0,1
13,1,0,520,4,0,0,0.0,0,0,0,0,0,1
13,1,1,1309,7,1,1107,0.0,1,0,0,0,0,1
13,1,1,935,6,0,0,0.0,0,0,0,0,0,1
13,1,1,1070,7,0,0,0.0,1,0,0,0,1,0
13,1,0,680,3,0,0,0.0,1,0,0,0,1,0
13,1,1,481,4,0,0,0.0,0,0,0,0,1,0
13,1,1,1042,7,1,550,1.0,0,0,0,0,1,0
13,1,1,159,3,0,0,0.0,0,0,0,0,1,0
13,1,1,424,6,1,319,0.0,1,0,0,0,1,0
13,1,0,627,5,0,0,0.0,0,0,0,0,1,0
13,1,1,869,4,0,0,0.0,0,0,0,0,1,0
13,1,1,808,4,0,0,1.0,0,0,1,0,0,0
13,1,1,688,5,0,0,0.0,0,1,1,0,0,0
13,1,0,711,7,1,494,1.0,1,0,1,0,0,0
13,1,0,742,4,0,338,0.0,1,0,0,1,0,0
13,1,0,277,3,0,0,1.0,0,0,1,0,0,0
13,1,0,111,0,0,0,0.0,0,1,1,0,0,0
13,1,1,172,3,0,0,0.0,0,0,1,0,0,0
